,avail_qty,biddingzone_domain,businesstype,curvetype,docstatus,end,mrid,nominal_power,plant_type,production_resource_id,production_resource_location,production_resource_name,production_resource_psr_name,pstn,qty_uom,resolution,revision,start
2024-03-19 08:14:56+01:00,184,CH,Planned maintenance,A03,Cancelled,2024-03-20 13:00:00+01:00,nqWlX7QlSUe1NCf69FmEwA,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,2,2024-03-20 12:00:00+01:00
2024-03-20 14:32:47+01:00,184,CH,Planned maintenance,A03,Cancelled,2024-03-28 18:00:00+01:00,Dc5hvH6MF9muVs9ze1K4Kw,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,2,2024-03-22 15:00:00+01:00
2024-03-20 17:53:37+01:00,110,CH,Planned maintenance,A03,Cancelled,2024-05-05 18:00:00+02:00,AuzVLjvbechO95DFDP1cOQ,340.0,Hydro Water Reservoir,12W-0000000105-J,intra_zonal,Electra-Massa (EM),Kraftwerk Bitsch,1,MAW,PT15M,3,2024-03-04 07:00:00+01:00
2024-03-20 17:57:17+01:00,110,CH,Planned maintenance,A03,Cancelled,2024-04-05 17:00:00+02:00,Sh5na-eIOPGgDYleC1ELPA,340.0,Hydro Water Reservoir,12W-0000000105-J,intra_zonal,Electra-Massa (EM),Kraftwerk Bitsch,1,MAW,PT15M,6,2024-03-04 07:00:00+01:00
2024-03-20 19:15:42+01:00,184,CH,Planned maintenance,A03,,2024-03-21 13:00:00+01:00,ZdLOLoDKs0ozWD1Yz1wKtg,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,3,2024-03-20 15:00:00+01:00
2024-03-21 21:02:25+01:00,184,CH,Planned maintenance,A03,Cancelled,2024-03-25 08:00:00+01:00,Egnb2YfIm-0vAD4AyvxPTg,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,3,2024-03-22 17:00:00+01:00
2024-03-21 21:02:45+01:00,184,CH,Planned maintenance,A03,Cancelled,2024-03-22 13:00:00+01:00,gSGxAvMyG6yoxJ0HvfXRRQ,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,2,2024-03-22 12:00:00+01:00
2024-03-21 21:02:55+01:00,184,CH,Planned maintenance,A03,Cancelled,2024-03-22 10:00:00+01:00,gVWtsS7DYGiwaw9HahhFWQ,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,4,2024-03-21 15:00:00+01:00
2024-03-22 11:06:26+01:00,184,CH,Planned maintenance,A03,Cancelled,2024-03-28 18:00:00+01:00,FeltQrhkttfAJEn10W0mag,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,2,2024-03-21 15:00:00+01:00
2024-03-22 11:07:42+01:00,184,CH,Planned maintenance,A03,,2024-03-22 14:00:00+01:00,D7eTnAd_jtzC2pycWwQeiQ,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,1,2024-03-21 15:00:00+01:00
2024-03-22 16:59:16+01:00,1143,CH,Planned maintenance,A03,,2024-03-22 17:00:00+01:00,VyzagRETO47iAOJwLXOV2g,1307.0,Hydro Pumped Storage,12W-0000000031-O,intra_zonal,KW Oberhasli AG (KWO),KWO Produktion,1,MAW,PT15M,3,2024-03-18 07:00:00+01:00
2024-03-22 17:32:20+01:00,184,CH,Planned maintenance,A03,Cancelled,2024-03-28 18:00:00+01:00,_983rn2qPNV5Vmq3mIbtEw,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,2,2024-03-22 17:00:00+01:00
2024-03-22 17:32:36+01:00,184,CH,Planned maintenance,A03,,2024-03-25 08:00:00+01:00,q33Ap_a3Jr_Jp81FikoXyQ,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,1,2024-03-22 17:00:00+01:00
2024-03-27 15:16:03+01:00,0,CH,Unplanned outage,A03,,2024-03-27 15:00:00+01:00,hejmE6iL5xGiqe6FEdKz7Q,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G1,1,MAW,PT15M,4,2024-03-25 00:15:00+01:00
2024-03-27 15:16:03+01:00,0,CH,Unplanned outage,A03,,2024-03-25 00:15:00+01:00,hejmE6iL5xGiqe6FEdKz7Q,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G1,1,MAW,PT1M,4,2024-03-25 00:14:00+01:00
2024-03-28 11:50:50+01:00,1193,CH,Planned maintenance,A03,,2024-03-28 13:00:00+01:00,mdAhKsLEdD6xG24VMy2jpw,1307.0,Hydro Pumped Storage,12W-0000000031-O,intra_zonal,KW Oberhasli AG (KWO),KWO Produktion,1,MAW,PT15M,4,2024-03-25 07:00:00+01:00
2024-03-29 14:27:28+01:00,2,CH,Planned maintenance,A03,,2024-03-30 22:00:00+01:00,0V0eJThz40MmqLV_dNfoKQ,190.0,Hydro Water Reservoir,12W-0000000060-F,intra_zonal,Emosson (ESA),Usine de la Bâtiaz,1,MAW,PT15M,3,2024-03-24 09:00:00+01:00
2024-03-30 18:20:06+01:00,0,CH,Unplanned outage,A03,,2024-03-30 18:30:00+01:00,3qfWmW_6-q35W2OZw_U21w,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT15M,2,2024-03-30 16:00:00+01:00
2024-03-30 18:20:06+01:00,0,CH,Unplanned outage,A03,,2024-03-30 16:00:00+01:00,3qfWmW_6-q35W2OZw_U21w,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT1M,2,2024-03-30 15:54:00+01:00
2024-04-01 13:37:32+02:00,836,CH,Unplanned outage,A03,,2024-04-01 16:00:00+02:00,7GhrJqaWBmE82t-S7XeYSQ,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,1,2024-04-01 13:15:00+02:00
2024-04-04 13:46:01+02:00,110,CH,Planned maintenance,A03,Cancelled,2024-04-12 17:00:00+02:00,VWPPl0PVqi-s2ioxsrYN1A,340.0,Hydro Water Reservoir,12W-0000000105-J,intra_zonal,Electra-Massa (EM),Kraftwerk Bitsch,1,MAW,PT15M,3,2024-03-04 07:00:00+01:00
2024-04-04 13:48:33+02:00,110,CH,Planned maintenance,A03,Cancelled,2024-04-12 08:00:00+02:00,2aWx7jTDdnfcVeqF0gIHRw,340.0,Hydro Water Reservoir,12W-0000000105-J,intra_zonal,Electra-Massa (EM),Kraftwerk Bitsch,1,MAW,PT15M,2,2024-03-04 07:00:00+01:00
2024-04-04 13:48:39+02:00,110,CH,Planned maintenance,A03,,2024-04-19 17:00:00+02:00,QcE4Cqrcqyz4yogBnorKSg,340.0,Hydro Water Reservoir,12W-0000000105-J,intra_zonal,Electra-Massa (EM),Kraftwerk Bitsch,1,MAW,PT15M,1,2024-03-04 07:00:00+01:00
2024-04-06 10:29:15+02:00,0,CH,Unplanned outage,A03,,2024-04-06 10:30:00+02:00,f3QcVcmr6K9w0LlX9raSGg,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT15M,2,2024-04-06 09:00:00+02:00
2024-04-08 11:10:16+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-02-01 15:45:00+01:00,4Ht6xDeirmtIpTGiGozZqw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,16,2024-01-08 07:00:00+01:00
2024-04-08 11:10:16+02:00,620,CH,Planned maintenance,A03,Cancelled,2024-02-01 16:00:00+01:00,4Ht6xDeirmtIpTGiGozZqw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT1M,16,2024-02-01 15:45:00+01:00
2024-04-08 11:10:16+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-02-29 16:45:00+01:00,4Ht6xDeirmtIpTGiGozZqw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,16,2024-02-01 16:00:00+01:00
2024-04-08 11:10:16+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-06-07 18:00:00+02:00,4Ht6xDeirmtIpTGiGozZqw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,16,2024-02-29 17:00:00+01:00
2024-04-08 11:10:16+02:00,620,CH,Planned maintenance,A03,Cancelled,2024-02-29 17:00:00+01:00,4Ht6xDeirmtIpTGiGozZqw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT1M,16,2024-02-29 16:45:00+01:00
2024-04-08 14:20:19+02:00,0,CH,Unplanned outage,A03,,2024-04-08 14:30:00+02:00,jvnZz1_DmaAnFjcnZWDPDw,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT15M,3,2024-04-08 12:00:00+02:00
2024-04-10 05:59:09+02:00,783,CH,Unplanned outage,A03,,2024-04-10 10:00:00+02:00,79hDOOhqwNXrFBSInO3d5w,1233.0,Nuclear,12W-0000000052-D,intra_zonal,KKL - KernKW Leibstadt AG,Leibstadt,1,MAW,PT15M,3,2024-04-10 01:45:00+02:00
2024-04-10 11:17:12+02:00,184,CH,Unplanned outage,A03,,2024-04-10 11:00:00+02:00,4ecU6dW8H9iuN_OfDqrXmw,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,3,2024-04-09 23:00:00+02:00
2024-04-11 16:48:26+02:00,860,CH,Unplanned outage,A03,,2024-04-11 14:30:00+02:00,3wn93eJ0pm9VbCkf2q8r_A,1020.0,Nuclear,12W-0000000056-1,intra_zonal,Kernkraftwerk Gösgen,Kernkraftwerk Gösgen,1,MAW,PT1M,3,2024-04-11 14:20:00+02:00
2024-04-11 16:48:26+02:00,860,CH,Unplanned outage,A03,,2024-04-11 16:45:00+02:00,3wn93eJ0pm9VbCkf2q8r_A,1020.0,Nuclear,12W-0000000056-1,intra_zonal,Kernkraftwerk Gösgen,Kernkraftwerk Gösgen,1,MAW,PT15M,3,2024-04-11 14:30:00+02:00
2024-04-13 20:22:48+02:00,0,CH,Unplanned outage,A03,,2024-04-13 19:15:00+02:00,-2-H9R6EAG9eyDeRlLeE6Q,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT1M,2,2024-04-13 19:06:00+02:00
2024-04-13 20:22:48+02:00,0,CH,Unplanned outage,A03,,2024-04-13 20:15:00+02:00,-2-H9R6EAG9eyDeRlLeE6Q,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT15M,2,2024-04-13 19:15:00+02:00
2024-04-14 21:24:27+02:00,836,CH,Unplanned outage,A03,,2024-04-14 19:45:00+02:00,9KYrCV_S_qsiWX5wxV31xg,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT1M,3,2024-04-14 19:36:00+02:00
2024-04-14 21:24:27+02:00,836,CH,Unplanned outage,A03,,2024-04-14 21:15:00+02:00,9KYrCV_S_qsiWX5wxV31xg,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,3,2024-04-14 19:45:00+02:00
2024-04-15 10:41:10+02:00,836,CH,Unplanned outage,A03,,2024-04-15 10:30:00+02:00,MYRuNSb3PzZrZU_tywCGdQ,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,2,2024-04-15 09:00:00+02:00
2024-04-21 19:48:48+02:00,0,CH,Unplanned outage,A03,,2024-04-21 19:40:00+02:00,IzkZr551v9tKcSB-36TWQw,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G1,1,MAW,PT1M,2,2024-04-21 19:30:00+02:00
2024-04-21 19:48:48+02:00,0,CH,Unplanned outage,A03,,2024-04-21 19:30:00+02:00,IzkZr551v9tKcSB-36TWQw,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G1,1,MAW,PT15M,2,2024-04-21 18:30:00+02:00
2024-04-23 19:22:36+02:00,0,CH,Unplanned outage,A03,,2024-04-23 19:15:00+02:00,wKaDEXb_iwEs70b4gSfDig,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G2,1,MAW,PT15M,2,2024-04-23 18:00:00+02:00
2024-04-24 09:37:35+02:00,0,CH,Unplanned outage,A03,,2024-04-24 11:30:00+02:00,3iZ86xrCPN4TnOyMy5Hd1g,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G2,1,MAW,PT15M,1,2024-04-24 09:30:00+02:00
2024-04-26 15:53:56+02:00,775,CH,Unplanned outage,A03,,2024-04-26 07:30:00+02:00,Bv5hsKR_8QfgmIkLVuzsTg,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT1M,5,2024-04-26 07:25:00+02:00
2024-04-26 15:53:56+02:00,775,CH,Unplanned outage,A03,,2024-04-26 15:15:00+02:00,Bv5hsKR_8QfgmIkLVuzsTg,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,5,2024-04-26 07:30:00+02:00
2024-04-26 15:53:56+02:00,775,CH,Unplanned outage,A03,,2024-04-26 15:25:00+02:00,Bv5hsKR_8QfgmIkLVuzsTg,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT1M,5,2024-04-26 15:15:00+02:00
2024-04-26 17:35:00+02:00,0,CH,Unplanned outage,A03,,2024-04-26 11:45:00+02:00,UVLctC9oR7SxebwaP-vwog,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G2,1,MAW,PT1M,2,2024-04-26 11:31:00+02:00
2024-04-26 17:35:00+02:00,0,CH,Unplanned outage,A03,,2024-04-26 17:00:00+02:00,UVLctC9oR7SxebwaP-vwog,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G2,1,MAW,PT15M,2,2024-04-26 11:45:00+02:00
2024-04-26 17:35:00+02:00,0,CH,Unplanned outage,A03,,2024-04-26 17:05:00+02:00,UVLctC9oR7SxebwaP-vwog,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G2,1,MAW,PT1M,2,2024-04-26 17:00:00+02:00
2024-04-27 05:10:28+02:00,0,CH,Unplanned outage,A03,,2024-04-27 05:00:00+02:00,_OFLh3GRWSjTn_YNOJweFg,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT15M,3,2024-04-27 01:00:00+02:00
2024-04-27 05:45:46+02:00,0,CH,Unplanned outage,A03,,2024-04-27 01:00:00+02:00,4RA-CM1N-X78RtTRCaU2Uw,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G3,1,MAW,PT1M,3,2024-04-27 00:59:00+02:00
2024-04-27 05:45:46+02:00,0,CH,Unplanned outage,A03,,2024-04-27 06:00:00+02:00,4RA-CM1N-X78RtTRCaU2Uw,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G3,1,MAW,PT15M,3,2024-04-27 01:00:00+02:00
2024-05-02 11:13:24+02:00,836,CH,Unplanned outage,A03,,2024-05-02 11:00:00+02:00,NHDiWY9M6vfNuJqcgoTjRQ,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,5,2024-04-30 17:15:00+02:00
2024-05-02 11:13:24+02:00,836,CH,Unplanned outage,A03,,2024-04-30 17:15:00+02:00,NHDiWY9M6vfNuJqcgoTjRQ,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT1M,5,2024-04-30 17:05:00+02:00
2024-05-02 18:51:09+02:00,775,CH,Unplanned outage,A03,,2024-05-02 19:00:00+02:00,pnapIQVpb89g-ZOTOE3dsQ,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-05-02 18:00:00+02:00
2024-05-02 18:51:09+02:00,775,CH,Unplanned outage,A03,,2024-05-02 18:00:00+02:00,pnapIQVpb89g-ZOTOE3dsQ,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT1M,2,2024-05-02 17:55:00+02:00
2024-05-07 07:07:24+02:00,775,CH,Unplanned outage,A03,,2024-05-07 07:00:00+02:00,2D9no7dsI1D2nuLTNlSOQA,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-05-07 06:00:00+02:00
2024-05-07 08:46:03+02:00,304,CH,Unplanned outage,A03,,2024-05-14 17:00:00+02:00,OggSY3GFdmH-3pMSdvnQxA,420.0,Hydro Water Reservoir,12W-0000000026-D,intra_zonal,Blenio (OFIBLE),Centrale di Biasca,1,MAW,PT15M,2,2024-05-06 10:15:00+02:00
2024-05-15 06:13:52+02:00,775,CH,Unplanned outage,A03,,2024-05-15 07:00:00+02:00,dSyEwB8meWQZFCwcIne14Q,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,1,2024-05-15 06:00:00+02:00
2024-05-16 13:54:44+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-02-01 15:45:00+01:00,RMeVG6pSj-8WU_0r8TutGw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,25,2024-01-08 07:00:00+01:00
2024-05-16 13:54:44+02:00,620,CH,Planned maintenance,A03,Cancelled,2024-02-01 16:00:00+01:00,RMeVG6pSj-8WU_0r8TutGw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT1M,25,2024-02-01 15:45:00+01:00
2024-05-16 13:54:44+02:00,620,CH,Planned maintenance,A03,Cancelled,2024-02-29 17:00:00+01:00,RMeVG6pSj-8WU_0r8TutGw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT1M,25,2024-02-29 16:45:00+01:00
2024-05-16 13:54:44+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-04-18 17:15:00+02:00,RMeVG6pSj-8WU_0r8TutGw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,25,2024-02-29 17:00:00+01:00
2024-05-16 13:54:44+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-02-29 16:45:00+01:00,RMeVG6pSj-8WU_0r8TutGw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,25,2024-02-01 16:00:00+01:00
2024-05-16 13:54:44+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-12-20 18:00:00+01:00,RMeVG6pSj-8WU_0r8TutGw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,25,2024-04-18 17:30:00+02:00
2024-05-16 13:54:44+02:00,620,CH,Planned maintenance,A03,Cancelled,2024-04-18 17:30:00+02:00,RMeVG6pSj-8WU_0r8TutGw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT1M,25,2024-04-18 17:15:00+02:00
2024-05-16 14:05:42+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-01-25 18:15:00+01:00,Ei9zPX30TPlkfFAsghaIrA,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-01-25 07:00:00+01:00
2024-05-16 14:06:09+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-03-05 15:00:00+01:00,uimADRNskDPK8nGphVK_vQ,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-03-05 13:00:00+01:00
2024-05-16 14:06:15+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-02-22 18:00:00+01:00,fniAxzPIJra1CA1H9I3IHg,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-02-22 07:00:00+01:00
2024-05-16 14:06:20+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-02-09 08:00:00+01:00,rYmElCT1JqZvo-PTT-_FkQ,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-02-04 21:00:00+01:00
2024-05-16 14:06:25+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-01-26 12:00:00+01:00,Ax3QYxERBzCrgK7RucLnbw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-01-26 10:00:00+01:00
2024-05-16 14:08:37+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-02-15 16:45:00+01:00,4tQAgH9FKlW3d-FBrMUuFA,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-02-15 07:00:00+01:00
2024-05-16 14:08:57+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-01-18 18:00:00+01:00,FyKWHjwvRCPtxDJWj8g9sw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-01-18 07:00:00+01:00
2024-05-16 14:09:09+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-02-09 13:00:00+01:00,Qj47pYc57-KiNzLDtOAGsw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-02-09 11:00:00+01:00
2024-05-16 14:09:14+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-02-01 15:55:00+01:00,11oTAI-maODNVRUP-S-9MQ,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT1M,2,2024-02-01 15:45:00+01:00
2024-05-16 14:09:14+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-02-01 15:45:00+01:00,11oTAI-maODNVRUP-S-9MQ,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-02-01 07:00:00+01:00
2024-05-16 14:09:20+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-02-03 18:00:00+01:00,EcVxg1cL877l1ywyyf2N-A,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-02-03 16:30:00+01:00
2024-05-16 14:10:05+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-04-18 17:20:00+02:00,y_qG8aDUuizchXo4wy09nQ,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT1M,2,2024-04-18 17:15:00+02:00
2024-05-16 14:10:05+02:00,155,CH,Planned maintenance,A03,Cancelled,2024-04-18 17:15:00+02:00,y_qG8aDUuizchXo4wy09nQ,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-03-11 07:00:00+01:00
2024-05-16 14:15:55+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-03-01 17:00:00+01:00,nFmQx6tz1s-4xFmgXBCEOg,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-03-01 08:00:00+01:00
2024-05-16 14:16:44+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-02-29 16:48:00+01:00,O2OvIEiOJP6qIG8HpBHtzw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT1M,2,2024-02-29 16:45:00+01:00
2024-05-16 14:16:44+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-02-29 16:45:00+01:00,O2OvIEiOJP6qIG8HpBHtzw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-02-29 07:00:00+01:00
2024-05-20 06:30:22+02:00,775,CH,Unplanned outage,A03,,2024-05-20 06:30:00+02:00,4aheWKiwI49q6gYkT9W_8g,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-05-20 05:30:00+02:00
2024-05-20 16:20:26+02:00,620,CH,Planned maintenance,A03,Cancelled,2024-04-18 17:30:00+02:00,7WPi8ZvPQW59_xjbv0cFOQ,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT1M,9,2024-04-18 17:15:00+02:00
