,avail_qty,biddingzone_domain,businesstype,curvetype,docstatus,end,mrid,nominal_power,plant_type,production_resource_id,production_resource_location,production_resource_name,production_resource_psr_name,pstn,qty_uom,resolution,revision,start
2024-01-25 14:13:44+01:00,0,CH,Planned maintenance,A03,,2024-01-25 16:00:00+01:00,VK52HMFOYlqhBdmXKHn7uA,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G1,1,MAW,PT15M,1,2024-01-25 14:30:00+01:00
2024-01-25 14:14:27+01:00,0,CH,Planned maintenance,A03,,2024-01-25 16:00:00+01:00,mXF4h53TL4zp26IWLorYWQ,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G2,1,MAW,PT15M,1,2024-01-25 14:30:00+01:00
2024-01-25 14:14:50+01:00,0,CH,Planned maintenance,A03,,2024-01-25 16:00:00+01:00,RO-TPdJnHsz6JIZP-X_F4g,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G3,1,MAW,PT15M,1,2024-01-25 14:30:00+01:00
2024-01-26 14:17:08+01:00,0,CH,Unplanned outage,A03,,2024-01-31 17:00:00+01:00,4Q8QiRi7mu1j8QT9mjHzOw,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G3,1,MAW,PT15M,5,2024-01-23 08:15:00+01:00
2024-01-26 14:17:08+01:00,0,CH,Unplanned outage,A03,,2024-01-23 08:15:00+01:00,4Q8QiRi7mu1j8QT9mjHzOw,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G3,1,MAW,PT1M,5,2024-01-23 08:01:00+01:00
2024-01-26 14:17:09+01:00,0,CH,Unplanned outage,A03,,2024-01-31 17:00:00+01:00,6KOz4g243oXCvTPvanvuhA,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G1,1,MAW,PT15M,5,2024-01-23 08:00:00+01:00
2024-01-26 14:17:09+01:00,0,CH,Unplanned outage,A03,,2024-01-23 08:00:00+01:00,6KOz4g243oXCvTPvanvuhA,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G1,1,MAW,PT1M,5,2024-01-23 07:59:00+01:00
2024-01-26 14:17:53+01:00,0,CH,Unplanned outage,A03,,2024-01-26 17:00:00+01:00,YpVGosvUA4Sl_l8-JEPu7Q,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G2,1,MAW,PT15M,1,2024-01-26 13:00:00+01:00
2024-01-26 14:18:22+01:00,0,CH,Planned maintenance,A03,,2024-01-31 17:00:00+01:00,38GjhPR3U6E_krz5L8D7Kw,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G2,1,MAW,PT15M,1,2024-01-26 17:00:00+01:00
2024-01-26 14:18:34+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-01-26 17:00:00+01:00,8_MmuFFQXL7qjslioyReDA,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G2,1,MAW,PT15M,2,2024-01-15 07:00:00+01:00
2024-01-26 14:19:37+01:00,0,CH,Planned maintenance,A03,,2024-01-26 13:00:00+01:00,Lrq1GvtQEtKVTjBOKRqTzQ,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G2,1,MAW,PT15M,1,2024-01-15 07:00:00+01:00
2024-01-28 08:08:10+01:00,0,CH,Unplanned outage,A03,,2024-01-28 03:30:00+01:00,9KTO13KhC8Zk97qFqPoUlw,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G3,1,MAW,PT1M,2,2024-01-28 03:24:00+01:00
2024-01-28 08:08:10+01:00,0,CH,Unplanned outage,A03,,2024-01-29 12:00:00+01:00,9KTO13KhC8Zk97qFqPoUlw,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G3,1,MAW,PT15M,2,2024-01-28 03:30:00+01:00
2024-01-29 16:45:29+01:00,0,CH,Planned maintenance,A03,,2024-01-31 14:00:00+01:00,iCfoUojDwqbHjeNlkel1yw,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G1,1,MAW,PT15M,1,2024-01-31 13:00:00+01:00
2024-01-29 16:46:53+01:00,0,CH,Planned maintenance,A03,,2024-02-01 17:00:00+01:00,t-tvsUDx1GFVrqEXwLVTQw,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G1,1,MAW,PT15M,1,2024-02-01 11:00:00+01:00
2024-01-30 10:12:29+01:00,0,CH,Unplanned outage,A03,,2024-01-30 14:00:00+01:00,9cdBad8YKa9dhJo72jodRQ,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G1,1,MAW,PT15M,1,2024-01-30 08:00:00+01:00
2024-01-30 10:13:34+01:00,0,CH,Planned maintenance,A03,,2024-01-31 12:00:00+01:00,9r6xWygIDxUTDzLE1A3uYg,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G1,1,MAW,PT15M,1,2024-01-31 08:00:00+01:00
2024-01-30 11:28:27+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-02-01 12:00:00+01:00,gBSuc9lDadbr-jMKJojuwg,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G1,1,MAW,PT15M,2,2024-02-01 07:00:00+01:00
2024-01-30 19:53:41+01:00,836,CH,Unplanned outage,A03,,2024-01-30 20:00:00+01:00,pXoWj3-kJ9V0gLA9i-Tyug,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,2,2024-01-30 18:45:00+01:00
2024-01-30 23:00:15+01:00,775,CH,Unplanned outage,A03,,2024-01-30 21:15:00+01:00,LvXuF1VJQN5d7zYkoiOavg,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT1M,2,2024-01-30 21:05:00+01:00
2024-01-30 23:00:15+01:00,775,CH,Unplanned outage,A03,,2024-01-30 23:45:00+01:00,LvXuF1VJQN5d7zYkoiOavg,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-01-30 21:15:00+01:00
2024-01-30 23:00:15+01:00,775,CH,Unplanned outage,A03,,2024-01-30 23:59:00+01:00,LvXuF1VJQN5d7zYkoiOavg,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT1M,2,2024-01-30 23:45:00+01:00
2024-01-31 15:05:50+01:00,836,CH,Planned maintenance,A03,,2024-02-12 15:00:00+01:00,sp7KYwu1x1mREoMZ-vEi1A,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,1,2024-02-12 12:00:00+01:00
2024-01-31 17:28:04+01:00,0,CH,Planned maintenance,A03,,2024-02-02 17:00:00+01:00,7BeMqBYKccezxTvBXizmqA,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G1,1,MAW,PT15M,2,2024-02-02 08:00:00+01:00
2024-02-01 08:09:13+01:00,1183,CH,Planned maintenance,A03,Cancelled,2024-03-11 00:00:00+01:00,kCJNmS_9DNLsprQqcMRDSQ,1307.0,Hydro Pumped Storage,12W-0000000031-O,intra_zonal,KW Oberhasli AG (KWO),KWO Produktion,1,MAW,PT15M,3,2024-02-26 07:00:00+01:00
2024-02-01 08:09:56+01:00,1122,CH,Planned maintenance,A03,Cancelled,2024-02-19 00:00:00+01:00,34tcz-bc0_J_b8HlAt4YCw,1307.0,Hydro Pumped Storage,12W-0000000031-O,intra_zonal,KW Oberhasli AG (KWO),KWO Produktion,1,MAW,PT15M,4,2024-01-08 07:00:00+01:00
2024-02-01 14:05:02+01:00,836,CH,Planned maintenance,A03,,2024-02-06 17:00:00+01:00,qO8frzNnJlTJFWB8tKz_bw,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,2,2024-02-06 16:00:00+01:00
2024-02-02 11:08:59+01:00,0,CH,Planned maintenance,A03,,2024-02-02 13:00:00+01:00,SOatXdJrlHp0-eY8YYfmxQ,114.0,Hydro Water Reservoir,12W-0000000065-0,intra_zonal,Verzasca,Verzasca,1,MAW,PT15M,5,2024-01-02 07:00:00+01:00
2024-02-04 19:13:53+01:00,0,CH,Unplanned outage,A03,,2024-02-04 23:00:00+01:00,9hBm3IhCaxpyE1mprMvJZw,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G3,1,MAW,PT15M,1,2024-02-04 19:00:00+01:00
2024-02-05 09:05:01+01:00,0,CH,Planned maintenance,A03,,2024-02-12 15:00:00+01:00,pMB13cU3iFKe77xnibbggg,114.0,Hydro Water Reservoir,12W-0000000065-0,intra_zonal,Verzasca,Verzasca,1,MAW,PT15M,1,2024-02-12 06:00:00+01:00
2024-02-05 13:26:42+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-02-07 17:00:00+01:00,Zyttms_Gamz51WDTdDEs_g,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT15M,4,2024-02-06 07:00:00+01:00
2024-02-06 08:28:49+01:00,304,CH,Planned maintenance,A03,,2024-02-23 18:00:00+01:00,M3oOltdkkl5hUKD9T1RKQw,420.0,Hydro Water Reservoir,12W-0000000026-D,intra_zonal,Blenio (OFIBLE),Centrale di Biasca,1,MAW,PT15M,2,2024-01-29 06:00:00+01:00
2024-02-06 09:02:17+01:00,0,CH,Unplanned outage,A03,,2024-02-06 09:00:00+01:00,wwFjHMTqxGFc1TOyDU6JoA,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT1M,1,2024-02-06 08:53:00+01:00
2024-02-06 09:02:17+01:00,0,CH,Unplanned outage,A03,,2024-02-06 14:00:00+01:00,wwFjHMTqxGFc1TOyDU6JoA,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT15M,1,2024-02-06 09:00:00+01:00
2024-02-06 10:13:13+01:00,0,CH,Planned maintenance,A03,,2024-02-06 10:00:00+01:00,k3VmeckFQ3CKIzoKdQLEyA,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G1,1,MAW,PT15M,2,2024-02-06 07:00:00+01:00
2024-02-06 10:24:43+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-03-23 17:00:00+01:00,cFy1OljVWUiLXwwTkECUtg,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G2,1,MAW,PT15M,2,2024-03-02 07:00:00+01:00
2024-02-06 10:25:36+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-02-20 17:00:00+01:00,BsLybMnBUolP9JrooAV14w,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G2,1,MAW,PT15M,3,2024-01-01 00:00:00+01:00
2024-02-07 07:18:03+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-03-07 12:00:00+01:00,TjCLm1jJUzgd2ZZQRW_H_A,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G1,1,MAW,PT15M,2,2024-03-07 06:00:00+01:00
2024-02-07 07:18:40+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-03-08 21:00:00+01:00,Px8BCjlU3bP17C1vNlKTKQ,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G1,1,MAW,PT15M,2,2024-03-08 06:00:00+01:00
2024-02-07 07:19:03+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-03-11 18:00:00+01:00,Q6_cNjxdfU4qKFgTBAOYHw,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G1,1,MAW,PT15M,4,2024-03-11 06:00:00+01:00
2024-02-07 07:19:11+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-03-14 21:00:00+01:00,hUEFaVW-KOkhtjZ1YTBdNg,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G1,1,MAW,PT15M,4,2024-03-14 06:00:00+01:00
2024-02-07 07:20:05+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-03-07 12:00:00+01:00,1-fyMn7jpIBUI95UQak0kg,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G3,1,MAW,PT15M,2,2024-03-07 06:00:00+01:00
2024-02-07 07:20:46+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-03-13 21:00:00+01:00,edcAfFgdoj0XnX5TMVe5Pg,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G1,1,MAW,PT15M,4,2024-03-13 06:00:00+01:00
2024-02-07 07:20:46+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-03-08 14:00:00+01:00,wzx_8RJYjFhJMhSVAd3I0Q,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G3,1,MAW,PT15M,4,2024-03-08 06:00:00+01:00
2024-02-07 07:22:13+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-03-11 14:00:00+01:00,U9il2Gkmhhs8qwkeSoGJpQ,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G3,1,MAW,PT15M,2,2024-03-11 09:00:00+01:00
2024-02-07 07:23:29+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-03-13 14:00:00+01:00,dUcyWgW5lKxpZPwjdpxPNA,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G3,1,MAW,PT15M,2,2024-03-13 09:00:00+01:00
2024-02-07 07:23:47+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-03-11 14:00:00+01:00,iUj01lCdgfyG2TU670TChg,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT15M,2,2024-03-11 09:00:00+01:00
2024-02-07 07:23:48+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-03-14 11:00:00+01:00,sAoLphaxhVOfr8dbFWzH9A,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G3,1,MAW,PT15M,2,2024-03-14 09:00:00+01:00
2024-02-07 07:23:50+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-03-14 11:00:00+01:00,mEXOYmnFXuOXX8iaXHX_Sw,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT15M,2,2024-03-14 09:00:00+01:00
2024-02-07 07:24:42+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-03-13 14:00:00+01:00,fIMhLkdTRIll6D6U89KlrA,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT15M,2,2024-03-13 09:00:00+01:00
2024-02-07 07:24:52+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-03-07 12:00:00+01:00,BfJ9X-0NbA8nKriOd_9Qnw,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT15M,2,2024-03-07 06:00:00+01:00
2024-02-07 07:25:21+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-03-08 14:00:00+01:00,GgwtMKIWXDQ5ZAelKYvoqQ,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT15M,2,2024-03-08 06:00:00+01:00
2024-02-07 14:39:17+01:00,0,CH,Planned maintenance,A03,,2024-02-07 18:00:00+01:00,TSpt9nvVD9XSuUclUsrUIg,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G3,1,MAW,PT15M,2,2024-02-07 09:30:00+01:00
2024-02-07 15:03:40+01:00,207,CH,Unplanned outage,A03,,2024-02-07 13:30:00+01:00,8gzkpxWXqU_CumyG4Ywcfw,340.0,Hydro Water Reservoir,12W-0000000105-J,intra_zonal,Electra-Massa (EM),Kraftwerk Bitsch,1,MAW,PT1M,2,2024-02-07 13:20:00+01:00
2024-02-07 15:03:40+01:00,207,CH,Unplanned outage,A03,,2024-02-07 15:00:00+01:00,8gzkpxWXqU_CumyG4Ywcfw,340.0,Hydro Water Reservoir,12W-0000000105-J,intra_zonal,Electra-Massa (EM),Kraftwerk Bitsch,1,MAW,PT15M,2,2024-02-07 13:30:00+01:00
2024-02-07 15:14:16+01:00,184,CH,Planned maintenance,A03,,2024-02-07 15:00:00+01:00,Fzp9ZufU5EUMDJaeeCrjhQ,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,2,2024-02-07 13:00:00+01:00
2024-02-07 15:14:16+01:00,184,CH,Planned maintenance,A03,,2024-02-07 15:08:00+01:00,Fzp9ZufU5EUMDJaeeCrjhQ,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT1M,2,2024-02-07 15:00:00+01:00
2024-02-08 10:23:42+01:00,775,CH,Unplanned outage,A03,,2024-02-08 10:30:00+01:00,nKFUBrMnBDZ30OJKoJNdIA,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-02-07 11:00:00+01:00
2024-02-08 13:24:26+01:00,1154,CH,Unplanned outage,A03,,2024-02-08 13:30:00+01:00,URs52eS_1a0d8qA3TiJwzg,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,2,2024-02-08 07:00:00+01:00
2024-02-08 15:38:24+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-02-09 10:00:00+01:00,n6cl_3136Tgjj7VbRT3y-Q,185.0,Hydro Water Reservoir,12W-0000000925-8,intra_zonal,Maggia (OFIMA),Centrale di Robiei,1,MAW,PT15M,2,2024-02-09 09:00:00+01:00
2024-02-09 11:17:51+01:00,40,CH,Planned maintenance,A03,,2024-02-21 18:00:00+01:00,kHIPmEVlmaJ3c6x-05r5rQ,150.0,Hydro Water Reservoir,12W-0000000925-8,intra_zonal,Maggia (OFIMA),Centrale di Verbano,1,MAW,PT15M,1,2024-02-21 14:00:00+01:00
2024-02-10 01:33:52+01:00,0,CH,Unplanned outage,A03,,2024-02-10 01:30:00+01:00,wkJk24yxe5LfiIED0qlzwg,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT15M,2,2024-02-10 00:00:00+01:00
2024-02-13 20:17:38+01:00,0,CH,Planned maintenance,A03,,2024-02-13 19:00:00+01:00,OV9JcjsV1GfGWfc7FGrCtQ,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G2,1,MAW,PT15M,2,2024-02-13 08:00:00+01:00
2024-02-14 13:17:20+01:00,304,CH,Planned maintenance,A03,,2024-03-01 18:00:00+01:00,SUn1lP1ztaSCZhORhHhRZw,420.0,Hydro Water Reservoir,12W-0000000026-D,intra_zonal,Blenio (OFIBLE),Centrale di Biasca,1,MAW,PT15M,1,2024-02-26 06:00:00+01:00
2024-02-14 15:39:16+01:00,0,CH,Planned maintenance,A03,,2024-03-05 18:00:00+01:00,2_NxiX8Wmz6LAlfX50JLMg,384.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Nendaz,1,MAW,PT15M,2,2024-03-05 06:00:00+01:00
2024-02-15 08:30:53+01:00,0,CH,Planned maintenance,A03,,2024-03-05 18:00:00+01:00,yRzzsr1tj9N92s7D80chmA,114.0,Hydro Water Reservoir,12W-0000000065-0,intra_zonal,Verzasca,Verzasca,1,MAW,PT15M,1,2024-03-05 06:00:00+01:00
2024-02-15 09:36:57+01:00,775,CH,Planned maintenance,A03,Cancelled,2024-05-10 18:00:00+02:00,WLr5Hs9T8c72iBRbqguNHA,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-03-11 07:00:00+01:00
2024-02-15 09:38:37+01:00,775,CH,Planned maintenance,A03,Cancelled,2024-02-01 15:45:00+01:00,SrY7T26BhwRb6k17EUN4oQ,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,25,2024-01-08 07:00:00+01:00
2024-02-15 09:38:37+01:00,620,CH,Planned maintenance,A03,Cancelled,2024-02-01 16:00:00+01:00,SrY7T26BhwRb6k17EUN4oQ,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT1M,25,2024-02-01 15:45:00+01:00
2024-02-15 09:38:37+01:00,775,CH,Planned maintenance,A03,Cancelled,2024-03-08 18:00:00+01:00,SrY7T26BhwRb6k17EUN4oQ,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,25,2024-02-01 16:00:00+01:00
2024-02-15 09:42:08+01:00,775,CH,Planned maintenance,A03,Cancelled,2024-02-01 15:45:00+01:00,KDaxfDV7WH9ZX_tgWUm5pw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-01-08 07:00:00+01:00
2024-02-15 09:42:08+01:00,775,CH,Planned maintenance,A03,Cancelled,2024-05-17 18:00:00+02:00,KDaxfDV7WH9ZX_tgWUm5pw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-02-01 16:00:00+01:00
2024-02-15 09:42:08+01:00,620,CH,Planned maintenance,A03,Cancelled,2024-02-01 16:00:00+01:00,KDaxfDV7WH9ZX_tgWUm5pw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT1M,2,2024-02-01 15:45:00+01:00
2024-02-15 15:21:25+01:00,775,CH,Planned maintenance,A03,Cancelled,2024-07-26 18:00:00+02:00,R4VDrVnnA3pudGQlwohLeQ,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,3,2024-02-01 16:00:00+01:00
2024-02-15 15:21:25+01:00,620,CH,Planned maintenance,A03,Cancelled,2024-02-01 16:00:00+01:00,R4VDrVnnA3pudGQlwohLeQ,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT1M,3,2024-02-01 15:45:00+01:00
2024-02-15 15:21:25+01:00,775,CH,Planned maintenance,A03,Cancelled,2024-02-01 15:45:00+01:00,R4VDrVnnA3pudGQlwohLeQ,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,3,2024-01-08 07:00:00+01:00
2024-02-16 12:12:11+01:00,0,CH,Planned maintenance,A03,,2024-02-16 12:00:00+01:00,l720uhzbtsa9NK_WW4_N3w,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G1,1,MAW,PT15M,4,2024-02-13 07:00:00+01:00
2024-02-16 14:22:18+01:00,362,CH,Planned maintenance,A03,,2024-02-16 14:15:00+01:00,d7ktL4nS1Vz_xfq45RthDw,484.0,Hydro Pumped Storage,12W-0000000116-C,intra_zonal,Hongrin-Léman (FMHL),Usine de Veytaux,1,MAW,PT15M,2,2024-02-16 13:00:00+01:00
2024-02-16 16:25:04+01:00,0,CH,Unplanned outage,A03,,2024-02-16 16:15:00+01:00,j6276MFXvnISRzjuWwNe9A,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G1,1,MAW,PT1M,1,2024-02-16 16:09:00+01:00
2024-02-16 16:25:04+01:00,0,CH,Unplanned outage,A03,,2024-02-19 17:00:00+01:00,j6276MFXvnISRzjuWwNe9A,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G1,1,MAW,PT15M,1,2024-02-16 16:15:00+01:00
2024-02-16 16:37:38+01:00,0,CH,Planned maintenance,A03,,2024-02-16 16:30:00+01:00,LK6_k9WbyEjTd6C7Polviw,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G3,1,MAW,PT15M,2,2024-02-16 14:00:00+01:00
2024-02-19 09:34:01+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-02-21 17:00:00+01:00,6p-A_FiDYHsWTwRMEn3QYA,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT15M,2,2024-02-20 07:00:00+01:00
2024-02-19 14:34:02+01:00,836,CH,Planned maintenance,A03,,2024-02-19 14:45:00+01:00,HLioveH6-METJgUMi2mGwA,1254.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Bieudron,1,MAW,PT15M,2,2024-02-19 13:00:00+01:00
2024-02-19 15:04:30+01:00,0,CH,Planned maintenance,A03,,2024-02-20 17:00:00+01:00,L6Uat7BqFwfkwHdtEi4zfw,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G1,1,MAW,PT15M,1,2024-02-20 09:00:00+01:00
